diff_type,partiful_id,old_id,current_id,old_name,current_name,old_date,current_date,old_time,current_time,old_location,current_location,old_company,current_company,event_url,source_url,current_weekday,current_time_bucket,current_hosts
changed:event_url,VmF6aB4qEp7mD0mxZMSG,4023,4023,FASHIONOLOGY SUMMIT,FASHIONOLOGY SUMMIT,2026-06-06,2026-06-06,12:00:00,12:00:00,Midtown,Midtown,Fashionology,Fashionology,https://partiful.com/e/VmF6aB4qEp7mD0mxZMSG,https://www.tech-week.com/calendar/nyc,Saturday,Noon,Fashionology; In Haus; All Things Fashion Tech
added,Vs2eC7nERtgF0PgNWfUo,,6629,,Founders x Investors AI Toolkit & Happy Hour,,2026-06-02,,18:00:00,,Midtown,,Hatsu,https://partiful.com/e/Vs2eC7nERtgF0PgNWfUo,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Hatsu
removed,Vx6hXNmWtfBBCEID3iVV,5165,,Vibe Space Founders Dinner,,2026-06-02,,18:00:00,,Tribeca,,Venture Miner,,https://partiful.com/e/Vx6hXNmWtfBBCEID3iVV,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Venture Miner
changed:name,W1Y2Nl4n23PBrt3KWj3Z,5327,5327,The Briefing: Market Intelligence on the Female Exit for Wealth Management & Advisory Firms,The Briefing: What No One Told Her About Exiting — A Conversation for Founders and Their Advisors,2026-06-05,2026-06-05,15:00:00,15:00:00,Financial District,Financial District,Exette,Exette,https://partiful.com/e/W1Y2Nl4n23PBrt3KWj3Z,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,Exette
changed:name|time|location,W8Zz3f2lutZZRksKD1hr,5011,5011,Growth and Ecom in the Age of AI Happy Hour,Founder Run Club,2026-06-04,2026-06-04,17:00:00,20:15:00,SoHo,Chelsea,Haven,Haven,https://partiful.com/e/W8Zz3f2lutZZRksKD1hr,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Haven
added,WDT8qQr3GmiczlMEqStK,,5885,,Forward Deployed Social,,2026-06-03,,17:30:00,,Upper Manhattan,,Cresta AI,https://partiful.com/e/WDT8qQr3GmiczlMEqStK,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Cresta AI
changed:event_url,WDfboGXhdigeIntfwsNW,6088,6088,AI Collective Demo Night,AI Collective Demo Night,2026-06-03,2026-06-03,17:00:00,17:00:00,Flatiron,Flatiron,AI Collective,AI Collective,https://partiful.com/e/WDfboGXhdigeIntfwsNW,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,The AI Collective; Atlassian
added,WJDHl4NiUwrLHeQxBi7S,,6619,,Why Argentina? Key Facts About Argentina's Knowledge-Based Economy. Zoom in: Argentina Delivers,,2026-06-01,,11:00:00,,Midtown,,Argencon,https://partiful.com/e/WJDHl4NiUwrLHeQxBi7S,https://www.tech-week.com/calendar/nyc,Monday,Morning,Argencon; Consulate General of Argentina in New York
added,WJe6XcxPXwbpCiCVLCas,,6642,,The Semiconductor & AI Supply Chain Lunch: Investors & Operators,,2026-06-04,,12:30:00,,Nomad,,Silicon Frontier,https://partiful.com/e/WJe6XcxPXwbpCiCVLCas,https://www.tech-week.com/calendar/nyc,Thursday,Noon,Silicon Frontier; Startup Baddie
changed:event_url,WLI2FHyuUJeKxYxsl7L5,5757,5757,Walk and Talk Tech in Central Park,Walk and Talk Tech in Central Park,2026-06-05,2026-06-05,08:00:00,08:00:00,Central Park,Central Park,Fish & Richardson P.C.,Fish & Richardson P.C.,https://partiful.com/e/WLI2FHyuUJeKxYxsl7L5,https://www.tech-week.com/calendar/nyc,Friday,Morning,Fish & Richardson P.C.
changed:event_url,WWDTlzvnJ4tfWRBmDs8U,4859,4859,non profits at TechWeek. finally.,non profits at TechWeek. finally.,2026-06-02,2026-06-02,17:30:00,17:30:00,Midtown,Midtown,Kairos,Kairos,https://partiful.com/e/WWDTlzvnJ4tfWRBmDs8U,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Kairos
changed:name,WXYNNxKX6xuZYPv1R0nY,5091,5091,"Plan Early, Exit Strong",Preparing Today for a Strong Exit Tomorrow,2026-06-04,2026-06-04,12:00:00,12:00:00,Midtown,Midtown,Ellis Law Group,Ellis Law Group,https://partiful.com/e/WXYNNxKX6xuZYPv1R0nY,https://www.tech-week.com/calendar/nyc,Thursday,Noon,Ellis Law Group
changed:event_url,Wgd27MHUJPFotcMBodca,4518,4518,Central Park Run 1,Central Park Run 1,2026-06-01,2026-06-01,07:00:00,07:00:00,Central Park,Central Park,off labs,off labs,https://partiful.com/e/Wgd27MHUJPFotcMBodca,https://www.tech-week.com/calendar/nyc,Monday,Morning,off labs
removed,Wj1UVS8pDNqGVunQ6NRm,4155,,Endeavor Jeffersonian Dinner,,2026-06-04,,19:00:00,,SoHo,,Endeavor Global,,https://partiful.com/e/Wj1UVS8pDNqGVunQ6NRm?c=1HIC8LOz,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Endeavor Global
added,Wq012xH2oUKVTG0dNneU,,6285,,"Capital, Wealth, and Wellbeing - building while staying sane",,2026-06-03,,10:30:00,,Flatiron,,The Capital Flex,https://partiful.com/e/Wq012xH2oUKVTG0dNneU,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,The Capital Flex; UBS
added,X6NFw7EkD1FoWNswwoqQ,,6436,,AIMLC Meetup: Understanding and Advancing General Intelligence Through Game,,2026-06-02,,17:30:00,,Flatiron,,Capital One,https://partiful.com/e/X6NFw7EkD1FoWNswwoqQ,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Capital One
added,X7auQ9epT2J1JmoewLKi,,5053,,Working,,2026-06-02,,16:00:00,,Central Park,,The Council Capital,https://partiful.com/e/X7auQ9epT2J1JmoewLKi,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,The Council Capital
added,X7mGXPmgyjEiS4oG9U97,,6271,,Generation AI: After the Algorithm,,2026-06-03,,18:30:00,,Midtown,,Anyway,https://partiful.com/e/X7mGXPmgyjEiS4oG9U97,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Anyway
changed:name,XGNkSsdTa08ivZFQRHaF,4441,4441,Secret Boardy Party @Othership,Secret Boardy Party,2026-06-03,2026-06-03,20:30:00,20:30:00,Flatiron,Flatiron,Boardy,Boardy,https://partiful.com/e/XGNkSsdTa08ivZFQRHaF,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Boardy; Flowstate; The AI Collective
added,XegmGLkc2dLtgSWxHdpj,,6296,,Capital Meets Credibility: ZavoVentures Tech Week Experience,,2026-06-04,,18:30:00,,Midtown,,ZavoVentures,https://partiful.com/e/XegmGLkc2dLtgSWxHdpj,https://www.tech-week.com/calendar/nyc,Thursday,Evening,ZavoVentures
changed:event_url,Xjjtc1Cr1VTMlBMCMvcY,5719,5719,IBM Sports Tech Startup Challenge Showcase co-hosted with Comcast Ventures,IBM Sports Tech Startup Challenge Showcase co-hosted with Comcast Ventures,2026-06-04,2026-06-04,14:30:00,14:30:00,Flatiron,Flatiron,IBM,IBM,https://partiful.com/e/Xjjtc1Cr1VTMlBMCMvcY,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,IBM; Comcast Ventures
changed:name,XqIBMZmB4oubCZWFP2Sl,4224,4224,🗽WorkOS + Postman Agents & APIs Demo Night,🗽Agents & APIs Demo Night,2026-06-02,2026-06-02,17:30:00,17:30:00,SoHo,SoHo,Postman,Postman,https://partiful.com/e/XqIBMZmB4oubCZWFP2Sl,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Postman; WorkOS
changed:time|event_url,XtUAp0HilTDnyVQoiYXd,6428,6428,Google Ads Keynote: Future of AI Marketing,Google Ads Keynote: Future of AI Marketing,2026-06-03,2026-06-03,13:15:00,13:00:00,Chelsea,Chelsea,Google for Startups,Google for Startups,https://partiful.com/e/XtUAp0HilTDnyVQoiYXd,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Google for Startups
changed:name,Xtt8gsxnBqQfcFSqTLFJ,4349,4349,B2B Marketing Workshop: Strategic Foundations and AI Visibility,B2B Marketing Workshop: Strategic Foundations & AI Visibility Growth,2026-06-04,2026-06-04,10:00:00,10:00:00,Financial District,Financial District,Boon Auditing,Boon Auditing,https://partiful.com/e/Xtt8gsxnBqQfcFSqTLFJ,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Boon Auditing; Cloudonix
added,Xv4PHzfI7e2cuFQzaf1D,,6610,,Cook with Cursor,,2026-06-02,,09:00:00,,SoHo,,Cursor,https://partiful.com/e/Xv4PHzfI7e2cuFQzaf1D,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,Cursor
changed:name|event_url,Y1qPOFKb9fL9VUf0dHMi,4488,4488,🚀 Scaling Smart: Supercharging Startup Success with Advisory & Governing Boards,🚀 From First Check to Exit: The Board Strategy Most Founders Don't Know They're Missing,2026-06-02,2026-06-02,10:00:00,10:00:00,Midtown,Midtown,The Fourth Effect,The Fourth Effect,https://partiful.com/e/Y1qPOFKb9fL9VUf0dHMi,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,The Fourth Effect
added,Y6JiO5I17r9Kcmz9BRXz,,6463,,The Rise of Role-Based AI,,2026-06-02,,14:00:00,,Nomad,,Ariso,https://partiful.com/e/Y6JiO5I17r9Kcmz9BRXz,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Ariso; Opine; 24 and up
changed:event_url,Y6jJoRk6U9E5hgPXi6uc,5727,5727,How AI is transforming the workforce model – and what comes next for talent strategy,How AI is transforming the workforce model – and what comes next for talent strategy,2026-06-05,2026-06-05,11:00:00,11:00:00,Flatiron,Flatiron,IBM,IBM,https://partiful.com/e/Y6jJoRk6U9E5hgPXi6uc,https://www.tech-week.com/calendar/nyc,Friday,Morning,IBM
changed:name|event_url,YFlFyVXYl8MFYSUapd3o,4644,4644,Stripe Supper Club,Stripe x a16z Supper Club,2026-06-01,2026-06-01,18:00:00,18:00:00,SoHo,SoHo,Stripe,Stripe,https://partiful.com/e/YFlFyVXYl8MFYSUapd3o,https://www.tech-week.com/calendar/nyc,Monday,Evening,Stripe
added,YHIW5UdTNrTFWFnIIGhX,,6637,,Taste the Truth- What do you know about your food?,,2026-06-05,,14:30:00,,Midtown,,AgriConsult LATAM & OFC,https://partiful.com/e/YHIW5UdTNrTFWFnIIGhX,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,AgriConsult LATAM & OFC; Consulate General of Argentina in New York
changed:location,YI7TdarS61gA5leaFsR2,5395,5395,The Leap: From Executive to Founder,The Leap: From Executive to Founder,2026-06-01,2026-06-01,19:00:00,19:00:00,East Village,Chinatown,Build Momentum,Build Momentum,https://partiful.com/e/YI7TdarS61gA5leaFsR2,https://www.tech-week.com/calendar/nyc,Monday,Evening,Build Momentum
changed:date|time|location,YNisiR5czoNqmN0jQyeY,4151,4151,Fast AI Sales,Fast AI Sales,2026-06-04,2026-06-03,14:00:00,17:00:00,SoHo,Midtown,Egregora Global,Egregora Global,https://partiful.com/e/YNisiR5czoNqmN0jQyeY,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Egregora Global
removed,YPsMBQ0qbJ4qJi1E3ZzM,5756,,Vibe Space Founders Dinner,,2026-06-05,,18:00:00,,Tribeca,,Venture Miner,,https://partiful.com/e/YPsMBQ0qbJ4qJi1E3ZzM,https://www.tech-week.com/calendar/nyc,Friday,Evening,Venture Miner
changed:time,YcSebrL4YrehGiEKdpxi,6414,6414,Fueling Founders: Brex + DoorDash for Business,Fueling Founders: Brex + DoorDash for Business,2026-06-02,2026-06-02,12:00:00,08:30:00,Flatiron,Flatiron,DoorDash for Business,DoorDash for Business,https://partiful.com/e/YcSebrL4YrehGiEKdpxi,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,DoorDash for Business; Brex
added,Yeub3FdGWyhtwhpIwUOm,,6752,,NY TECH WEEK: PHOTOS & BRANDING EXPERIENCE,,2026-06-04,,10:00:00,,East Village,,Vinrelo,https://partiful.com/e/Yeub3FdGWyhtwhpIwUOm,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Vinrelo; Bussalenz Media
added,YtdgTRrlrEh5IlnIbIYz,,4243,,Meet Me in the Middle,,2026-06-06,,13:15:00,,Brooklyn,,Growing the Middle,https://partiful.com/e/YtdgTRrlrEh5IlnIbIYz,https://www.tech-week.com/calendar/nyc,Saturday,Afternoon,Growing the Middle; Volley & Vibe
changed:name,Ytg3A4316XFdtelBcoZM,4295,4295,NYC’S FIRST EVER SKY-HIGH PITCH COMPETITION with Breathwork reset,NYC’S FIRST EVER SKY-HIGH PITCH COMPETITION with up to $1M in funding on the line,2026-06-04,2026-06-04,07:00:00,07:00:00,Hudson Yards,Hudson Yards,Rocket Mixer,Rocket Mixer,https://partiful.com/e/Ytg3A4316XFdtelBcoZM,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Rocket Mixer; Apollo Society
changed:name|event_url,Z2SAKZpOG6VHZvi1iTTl,4536,4536,CLI Hacks: build the interface for agents,Multimodal Hacks: build the interface for agents,2026-06-06,2026-06-06,09:00:00,09:00:00,Meatpacking District,Meatpacking District,Betaworks,Betaworks,https://partiful.com/e/Z2SAKZpOG6VHZvi1iTTl,https://www.tech-week.com/calendar/nyc,Saturday,Morning,Betaworks; Forever 22; Langchain; Google Deepmind
changed:time,Z3xUojW8GTGPBovlBBml,5729,5729,Beyond the Subscribe Button: Building a Media Business That Actually Pays,Beyond the Subscribe Button: Building a Media Business That Actually Pays,2026-06-02,2026-06-02,17:00:00,14:00:00,Nomad,Nomad,Dots (YC S21),Dots (YC S21),https://partiful.com/e/Z3xUojW8GTGPBovlBBml,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Dots (YC S21)
added,Z8jfrYxy2LpndGfiyoDF,,6556,,Screens That See: How AI Is Turning Signage Into Revenue.,,2026-06-04,,14:30:00,,Midtown,,WillDom,https://partiful.com/e/Z8jfrYxy2LpndGfiyoDF,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,WillDom; Consulate General of Argentina in New York; CieloVision
changed:event_url,ZHsSj1cL8U5WhQgohQrV,6191,6191,Health TechWalk,Health TechWalk,2026-06-04,2026-06-04,09:00:00,09:00:00,Financial District,Financial District,TechWalk,TechWalk,https://partiful.com/e/ZHsSj1cL8U5WhQgohQrV,https://www.tech-week.com/calendar/nyc,Thursday,Morning,TechWalk
changed:name|event_url,ZKdzI3nrlNT6w8ofxtWk,157,157,HWG Demo Day II,Happy Wellness Group Demo Day II,2026-06-04,2026-06-04,14:00:00,14:00:00,Midtown,Midtown,Happy Wellness Group,Happy Wellness Group,https://partiful.com/e/ZKdzI3nrlNT6w8ofxtWk,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Happy Wellness Group
added,ZLLtnhM5ojVy7KcNKdkS,,6286,,HARMONEY PRESENTS TAP INTO FREQUENCY,,2026-06-04,,16:00:00,,Upper Manhattan,,Vinrelo,https://partiful.com/e/ZLLtnhM5ojVy7KcNKdkS,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Vinrelo
changed:event_url,ZLbX6Dhvf2GxckCInpt1,5700,5700,"🏝App founders island: roundtables, drinks & tarot","🏝App founders island: roundtables, drinks & tarot",2026-06-04,2026-06-04,17:00:00,17:00:00,SoHo,SoHo,TRMNL4,TRMNL4,https://partiful.com/e/ZLbX6Dhvf2GxckCInpt1,https://www.tech-week.com/calendar/nyc,Thursday,Evening,TRMNL4; Flyer One Ventures
added,ZOeFRrNgEB4lXfbQLvFR,,6388,,The Future of Beauty-tech,,2026-06-05,,16:00:00,,East Village,,FaceCard,https://partiful.com/e/ZOeFRrNgEB4lXfbQLvFR,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,FaceCard
added,ZT09j5tN5H4GPqoEYnwJ,,6542,,Structuring for Global Capital: How Argentina's Digital Zones Can Compete with Dubai and Estonia,,2026-06-05,,14:30:00,,Midtown,,Andén Tech,https://partiful.com/e/ZT09j5tN5H4GPqoEYnwJ,https://www.tech-week.com/calendar/nyc,Friday,Afternoon,Andén Tech; Consulate General of Argentina in New York
changed:event_url,ZZFWMkisfYJrUyqR18cb,4672,4672,Agents of Change,Agents of Change,2026-06-02,2026-06-02,17:30:00,17:30:00,Flatiron,Flatiron,3percentclub,3percentclub,https://partiful.com/e/ZZFWMkisfYJrUyqR18cb,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,3percentclub
changed:name|event_url,ZcJfnEMAhDF3jdpLXIZi,5802,5802,NY Tech Week Happy Hour,NY Tech Week Early Stage Happy Hour,2026-06-04,2026-06-04,17:00:00,17:00:00,Chelsea,Chelsea,Struck Capital,Struck Capital,https://partiful.com/e/ZcJfnEMAhDF3jdpLXIZi,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Struck Capital
added,ZefsGtWMJ6PuHQuOmOI3,,6626,,After Hours: Fashion x Tech Rooftop Mixer,,2026-06-04,,17:00:00,,Chelsea,,99 yards,https://partiful.com/e/ZefsGtWMJ6PuHQuOmOI3,https://www.tech-week.com/calendar/nyc,Thursday,Evening,99 yards
added,Zm3BaEMeL5lyMrBGyOW9,,6552,,From AI Prompt to Real Jewelry,,2026-06-04,,18:30:00,,SoHo,,Skyveil AI,https://partiful.com/e/Zm3BaEMeL5lyMrBGyOW9,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Skyveil AI; EchoHer
changed:event_url,ZndEhiwL152GBxWRPdRD,4734,4734,Tech Week Ritmo & Reiki,Tech Week Ritmo & Reiki,2026-06-06,2026-06-06,12:00:00,12:00:00,Midtown,Midtown,Inner Pattrn,Inner Pattrn,https://partiful.com/e/ZndEhiwL152GBxWRPdRD,https://www.tech-week.com/calendar/nyc,Saturday,Noon,Inner Pattrn
added,ZvcuMmgNFFdga0eFdy5R,,6332,,SOLO UNICORN HOUR — Day 1 Debrief,,2026-06-01,,19:00:00,,Midtown,,Solo Unicorn Club,https://partiful.com/e/ZvcuMmgNFFdga0eFdy5R,https://www.tech-week.com/calendar/nyc,Monday,Evening,Solo Unicorn Club; Manhattan Elite Club
changed:event_url,ZxCTPNAXwPBHfwY631IS,5137,5137,The Data Room by Snowflake and Verci,The Data Room by Snowflake and Verci,2026-06-04,2026-06-04,19:00:00,19:00:00,Flatiron,Flatiron,Snowflake,Snowflake,https://partiful.com/e/ZxCTPNAXwPBHfwY631IS,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Snowflake; Verci
changed:date,a1ga0i6NoEfaupZcyPuw,6293,6293,ERA/RV Portfolio Agentic AI Demo Showcase,ERA/RV Portfolio Agentic AI Demo Showcase,2026-06-04,2026-06-01,15:00:00,15:00:00,Flatiron,Flatiron,ERA,ERA,https://partiful.com/e/a1ga0i6NoEfaupZcyPuw,https://www.tech-week.com/calendar/nyc,Monday,Afternoon,ERA; Zendesk
changed:event_url,a4otiT5uQNHYsG066urY,4698,4698,B2B Founders Panel & Breakfast,B2B Founders Panel & Breakfast,2026-06-02,2026-06-02,10:00:00,10:00:00,Midtown,Midtown,BDev Ventures,BDev Ventures,https://partiful.com/e/a4otiT5uQNHYsG066urY,https://www.tech-week.com/calendar/nyc,Tuesday,Morning,"BDev Ventures; Stuf Storage; Western Alliance Bank, Member FDIC"
removed,a6fwadAI0lOaKMU9r3uv,4366,,"Capital, Cocktails & Middle-Market Tech",,2026-06-03,,19:00:00,,Nomad,,BMO Tech Banking,,https://partiful.com/e/a6fwadAI0lOaKMU9r3uv,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,BMO Technology Banking
changed:event_url,aIgKBhxEKiNxriSqxQhw,4764,4764,Hard-Won Lessons from Deploying AI Agents in Regulated Environments,Hard-Won Lessons from Deploying AI Agents in Regulated Environments,2026-06-03,2026-06-03,17:00:00,17:00:00,Financial District,Financial District,Obin AI,Obin AI,https://partiful.com/e/aIgKBhxEKiNxriSqxQhw,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,Obin AI; Motive Partners
added,aT7YZV6DtRClIOEcIBSx,,6322,,Prediction Markets Mixer,,2026-06-04,,17:00:00,,Financial District,,FiftyOneAlpha,https://partiful.com/e/aT7YZV6DtRClIOEcIBSx,https://www.tech-week.com/calendar/nyc,Thursday,Evening,FiftyOneAlpha
changed:event_url,aXoM9DjzuAjl9reyLeNV,26,26,"No legal, no problem? Leveraging Fractional GCs","No legal, no problem? Leveraging Fractional GCs",2026-06-02,2026-06-02,13:00:00,13:00:00,Nomad,Nomad,AMBART LAW pllc,AMBART LAW pllc,https://partiful.com/e/aXoM9DjzuAjl9reyLeNV,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,AMBART LAW pllc; The Chief Counsel
changed:event_url,ac0iqK6LBUY1d4uFpXxp,5791,5791,The Future of AI Personalization,The Future of AI Personalization,2026-06-04,2026-06-04,16:00:00,16:00:00,Murray Hill,Murray Hill,Zeta Global,Zeta Global,https://partiful.com/e/ac0iqK6LBUY1d4uFpXxp,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Zeta Global; Columbia University
changed:event_url,ajYdZAEhNPBNqbcSsw2H,6080,6080,Swing and a Close: How finance and accounting leaders are winning with agentic AI,Swing and a Close: How finance and accounting leaders are winning with agentic AI,2026-06-02,2026-06-02,16:00:00,16:00:00,Midtown,Midtown,Maxima AI,Maxima AI,https://partiful.com/e/ajYdZAEhNPBNqbcSsw2H,https://www.tech-week.com/calendar/nyc,Tuesday,Afternoon,Maxima AI; Uniqus
changed:name,akUOkWP2DMvMosFELiqd,6278,6278,Health2Tech - #NYTechWeek,Health2Tech,2026-06-04,2026-06-04,17:30:00,17:30:00,Midtown,Midtown,Health2Tech,Health2Tech,https://partiful.com/e/akUOkWP2DMvMosFELiqd,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Health2Tech
added,ap7ihRX3qowb8OX2d7R2,,6613,,Nordic AI Luncheon,,2026-06-02,,12:00:00,,Hudson Yards,,Kohtas,https://partiful.com/e/ap7ihRX3qowb8OX2d7R2,https://www.tech-week.com/calendar/nyc,Tuesday,Noon,Kohtas; C10 Studios; Cravath
changed:name,b21AYGlO0gIMQGNwjXg5,5911,5911,Indian Diaspora @,Foreign Founders Mixer - Inkle x Razorpay,2026-06-02,2026-06-02,17:00:00,17:00:00,Tribeca,Tribeca,Inkle,Inkle,https://partiful.com/e/b21AYGlO0gIMQGNwjXg5,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,Inkle
changed:event_url,b5KGzALeA3ztN4cWC76B,251,251,Off Duty with Mirror Mirror AI,Off Duty with Mirror Mirror AI,2026-06-04,2026-06-04,18:00:00,18:00:00,Chelsea,Chelsea,Mirror Mirror AI,Mirror Mirror AI,https://partiful.com/e/b5KGzALeA3ztN4cWC76B,https://www.tech-week.com/calendar/nyc,Thursday,Evening,Mirror Mirror AI
changed:event_url,b5VPB8KMbUuHvUOcKMHG,207,207,InstaLILY x Women in AI Coffee & Breakfast,InstaLILY x Women in AI Coffee & Breakfast,2026-06-05,2026-06-05,09:00:00,09:00:00,SoHo,SoHo,instalily,instalily,https://partiful.com/e/b5VPB8KMbUuHvUOcKMHG,https://www.tech-week.com/calendar/nyc,Friday,Morning,instalily; Wilson Sonsini
added,bFWbEF02HO3vpXGLOmMH,,6546,,"The ""Real Impact"" Angle (Focuses on Applied AI) The Hook: The AI Shift: From Hype to Applied Business Value.",,2026-06-04,,09:15:00,,Midtown,,Consulate General of Argentina in New York,https://partiful.com/e/bFWbEF02HO3vpXGLOmMH,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Consulate General of Argentina in New York
added,bbIszpVK8KGM5XvYIUH3,,6516,,VC Records,,2026-06-03,,19:00:00,,Brooklyn,,401 Accelerator,https://partiful.com/e/bbIszpVK8KGM5XvYIUH3,https://www.tech-week.com/calendar/nyc,Wednesday,Evening,401 Accelerator; Morrison Foerster; Persea Ventures
changed:time|event_url,bbf0MhFQiA55SIIJN7J6,6240,6240,Ditch the Script: Building AI-Augmented Agents with CX Agent Studio,Ditch the Script: Building AI-Augmented Agents with CX Agent Studio,2026-06-03,2026-06-03,14:15:00,14:00:00,Chelsea,Chelsea,Google for Startups,Google for Startups,https://partiful.com/e/bbf0MhFQiA55SIIJN7J6,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Google for Startups
added,bkKnnXki0QaAP3cUZvPD,,6352,,The Founding Table: Brunch & Spa Experience,,2026-06-03,,08:30:00,,Flatiron,,Persona,https://partiful.com/e/bkKnnXki0QaAP3cUZvPD,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Persona
added,bzH8pCNS375AWo2jUqlD,,5795,,"AI Cruise Happy Hour: AGI House, Alpha Square Group, General Catalyst, MongoDB & Backcountry.vc",,2026-06-04,,15:30:00,,East Village,,AGI House,https://partiful.com/e/bzH8pCNS375AWo2jUqlD,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,AGI House; Alpha Square Group; Fidelity; Backcountry VC
changed:name|date,c1iZharGw1ZlL9AykiZj,4624,4624,Investing in the Infrastructure of Tomorrow,Deep Tech GP/LP Mixer — Investing in the Infrastructure of Tomorrow,2026-06-03,2026-06-02,19:00:00,19:00:00,Midtown,Midtown,BlueLake.vc,BlueLake.vc,https://partiful.com/e/c1iZharGw1ZlL9AykiZj,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,BlueLake.vc
changed:name,cDtdUampmcbyc1wqrRid,5431,5431,Gammarama: The Pitch Competition,"Gammarama Pitch Competition: Share a Stage with Malcolm Gladwell, Bobbi Brown, and More",2026-06-03,2026-06-03,16:00:00,16:00:00,Midtown,Midtown,Gamma,Gamma,https://partiful.com/e/cDtdUampmcbyc1wqrRid,https://www.tech-week.com/calendar/nyc,Wednesday,Afternoon,Gamma
added,cQQ5BDRrk32InHU7sutm,,6511,,"Argentina Delivers: Talent, Innovation & Global Tech - #NYTechWeek",,2026-06-01,,09:15:00,,Midtown,,Consulate General of Argentina in New York,https://partiful.com/e/cQQ5BDRrk32InHU7sutm,https://www.tech-week.com/calendar/nyc,Monday,Morning,Consulate General of Argentina in New York
changed:event_url,cR9UoTMss2rDPryQQTZh,4662,4662,"Agentic Commerce: What It Is, What It Isn’t – and Who It Should Serve","Agentic Commerce: What It Is, What It Isn’t – and Who It Should Serve",2026-06-04,2026-06-04,08:00:00,08:00:00,SoHo,SoHo,Swap,Swap,https://partiful.com/e/cR9UoTMss2rDPryQQTZh,https://www.tech-week.com/calendar/nyc,Thursday,Morning,Swap
changed:event_url,cYc14RoM81gqU39dQmur,201,201,NachoTuesday SaaS & AI Founder + Investor Rooftop Happy Hour,NachoTuesday SaaS & AI Founder + Investor Rooftop Happy Hour,2026-06-02,2026-06-02,17:00:00,17:00:00,East Village,East Village,NachoNacho,NachoNacho,https://partiful.com/e/cYc14RoM81gqU39dQmur,https://www.tech-week.com/calendar/nyc,Tuesday,Evening,NachoNacho; Deel
added,cawhwSDIOeQin6tGsDuU,,6164,,"Exit Planning - Trust & Estate Planning, Tax Loss Harvesting, & More",,2026-06-03,,11:00:00,,Midtown,,Rockefeller Global Family Office,https://partiful.com/e/cawhwSDIOeQin6tGsDuU,https://www.tech-week.com/calendar/nyc,Wednesday,Morning,Rockefeller Global Family Office
added,cbyBD4xAhpcd4mEeBJOG,,6468,,An Executive Harbor Dinner Experience,,2026-06-04,,15:00:00,,Chelsea,,Gathering of Minds,https://partiful.com/e/cbyBD4xAhpcd4mEeBJOG,https://www.tech-week.com/calendar/nyc,Thursday,Afternoon,Gathering of Minds
